customer_binary,user_binary,device,os,browser,weekday,hour,product_views_hour,cart_views_hour,purchase_views_hour,page_views_hour,product_views_journey,cart_views_journey,purchase_views_journey,page_views_journey
gwlc4zxoJEivY9vtdKLc2A==,h1SqCcEcjUWm/KOXdRA2Vw==,0.0,1.0,0.0,1,22,1,0,0,1,1,1,1,1
kp2ev3khwEeVqZ7qW0pJug==,PB7wraly10uF/xjRsCFSWw==,78.0,0.0,1.0,1,22,1,0,0,1,1,1,1,1
isw9x3gmOku+edNqJ3vyaQ==,iRmsqkFDc0KDk9CP6w2hTg==,0.0,3.0,0.0,1,22,2,0,0,2,2,2,2,2
isw9x3gmOku+edNqJ3vyaQ==,iRmsqkFDc0KDk9CP6w2hTg==,0.0,3.0,0.0,1,22,2,0,0,2,2,2,2,2
giY70S63zEKSA+4fCiC2jQ==,j2zDJyflz0q67P+DFglP/Q==,0.0,2.0,0.0,1,22,2,0,0,2,2,2,2,2
giY70S63zEKSA+4fCiC2jQ==,j2zDJyflz0q67P+DFglP/Q==,0.0,2.0,0.0,1,22,2,0,0,2,2,2,2,2
lKoFpuHAH06xje2KqaS8Fw==,t7qQ5/3CrECxn1/iACJ+5w==,14.0,0.0,1.0,1,22,1,0,0,1,1,1,1,1
00eVKE2/0U6GyaSwxxBq2A==,tZvQQu/J7EWSAE0J8w9Aow==,1.0,4.0,2.0,1,22,1,0,0,1,1,1,1,1
isw9x3gmOku+edNqJ3vyaQ==,AlLQFFDOVkq0biXn8dz6Lg==,0.0,1.0,0.0,1,22,2,0,0,2,2,2,2,2
isw9x3gmOku+edNqJ3vyaQ==,AlLQFFDOVkq0biXn8dz6Lg==,0.0,1.0,0.0,1,22,2,0,0,2,2,2,2,2
j2Z1d/CPMkuLWpYXL5H6Fg==,W205FDJpRUaCRyDXT2MyUQ==,16.0,0.0,1.0,1,22,0,2,0,2,2,2,2,2
j2Z1d/CPMkuLWpYXL5H6Fg==,W205FDJpRUaCRyDXT2MyUQ==,16.0,0.0,1.0,1,22,0,2,0,2,2,2,2,2
gwlc4zxoJEivY9vtdKLc2A==,cdmvoEW1Ck2/Od+UceIp4Q==,5.0,0.0,1.0,1,22,1,0,0,1,1,1,1,1
VBx8f+FnZUqmVAadfMLbjg==,LwpniVr4mkCejaB7Z6C7Aw==,6.0,0.0,1.0,1,22,2,0,0,2,2,2,2,2
VBx8f+FnZUqmVAadfMLbjg==,LwpniVr4mkCejaB7Z6C7Aw==,6.0,0.0,1.0,1,22,2,0,0,2,2,2,2,2
VCkXEQJxMEaCOzfgHgncSQ==,tpN/VhkQvUuXtcnFLOkVIw==,0.0,2.0,0.0,1,22,1,0,0,1,1,1,1,1
MWY5bBVHEEOWUfnTwFnnHQ==,5MVAuPoPdE6M9OGcTg8agg==,0.0,1.0,0.0,1,22,2,0,0,2,2,2,2,2
MWY5bBVHEEOWUfnTwFnnHQ==,5MVAuPoPdE6M9OGcTg8agg==,0.0,1.0,0.0,1,22,2,0,0,2,2,2,2,2
s3OZK7PnfEGie/lXN939ww==,DIOMuidkCUOtZ0LJOpnFnA==,28.0,0.0,1.0,1,22,1,0,0,1,1,1,1,1
3a1+o8O8UUuye6u4ZjcoaQ==,OGQ9BK+bjEi6zmSqIMwRYg==,21.0,0.0,1.0,1,22,2,0,0,2,2,2,2,2
3a1+o8O8UUuye6u4ZjcoaQ==,OGQ9BK+bjEi6zmSqIMwRYg==,21.0,0.0,1.0,1,22,2,0,0,2,2,2,2,2
3a1+o8O8UUuye6u4ZjcoaQ==,oRCxZ44Ug0Cp5eNWgnbgjw==,2.0,0.0,1.0,1,22,1,0,0,1,1,1,1,1
bsKc1tAibEmZ+BwwISsw0Q==,JephBPIFN0qzsn7BjtXb3A==,0.0,2.0,0.0,1,22,1,0,0,1,1,1,1,1
z6qHyTx3M0GmcKYDKB8Avg==,iHnA8dzqo0KcpV5grTCyhw==,0.0,1.0,0.0,1,22,2,0,0,2,2,2,2,2
z6qHyTx3M0GmcKYDKB8Avg==,iHnA8dzqo0KcpV5grTCyhw==,0.0,1.0,0.0,1,22,2,0,0,2,2,2,2,2
bsKc1tAibEmZ+BwwISsw0Q==,j1Orhf6iH0OCrp0otyAqHw==,10.0,0.0,1.0,1,22,1,0,11,12,12,12,12,12
bsKc1tAibEmZ+BwwISsw0Q==,j1Orhf6iH0OCrp0otyAqHw==,10.0,0.0,1.0,1,22,1,0,11,12,12,12,12,12
bsKc1tAibEmZ+BwwISsw0Q==,j1Orhf6iH0OCrp0otyAqHw==,10.0,0.0,1.0,1,22,1,0,11,12,12,12,12,12
bsKc1tAibEmZ+BwwISsw0Q==,j1Orhf6iH0OCrp0otyAqHw==,10.0,0.0,1.0,1,22,1,0,11,12,12,12,12,12
bsKc1tAibEmZ+BwwISsw0Q==,j1Orhf6iH0OCrp0otyAqHw==,10.0,0.0,1.0,1,22,1,0,11,12,12,12,12,12
bsKc1tAibEmZ+BwwISsw0Q==,j1Orhf6iH0OCrp0otyAqHw==,10.0,0.0,1.0,1,22,1,0,11,12,12,12,12,12
bsKc1tAibEmZ+BwwISsw0Q==,j1Orhf6iH0OCrp0otyAqHw==,10.0,0.0,1.0,1,22,1,0,11,12,12,12,12,12
bsKc1tAibEmZ+BwwISsw0Q==,j1Orhf6iH0OCrp0otyAqHw==,10.0,0.0,1.0,1,22,1,0,11,12,12,12,12,12
bsKc1tAibEmZ+BwwISsw0Q==,j1Orhf6iH0OCrp0otyAqHw==,10.0,0.0,1.0,1,22,1,0,11,12,12,12,12,12
bsKc1tAibEmZ+BwwISsw0Q==,j1Orhf6iH0OCrp0otyAqHw==,10.0,0.0,1.0,1,22,1,0,11,12,12,12,12,12
bsKc1tAibEmZ+BwwISsw0Q==,j1Orhf6iH0OCrp0otyAqHw==,10.0,0.0,1.0,1,22,1,0,11,12,12,12,12,12
bsKc1tAibEmZ+BwwISsw0Q==,j1Orhf6iH0OCrp0otyAqHw==,10.0,0.0,1.0,1,22,1,0,11,12,12,12,12,12
giY70S63zEKSA+4fCiC2jQ==,uSp1TNhSy0y6EG409XxVsw==,0.0,2.0,0.0,1,22,1,0,0,1,1,1,1,1
rtieEqQqcEu0sMoF3BR0Cg==,I41NUq0PTU2XqpvOxCvC8g==,68.0,0.0,1.0,1,22,1,0,0,1,1,1,1,1
U/+57LK74UaiC+M9AJ/KfQ==,V/DUf/oHcEGzdEn1v+9w5w==,0.0,1.0,0.0,1,22,2,0,0,2,2,2,2,2
U/+57LK74UaiC+M9AJ/KfQ==,V/DUf/oHcEGzdEn1v+9w5w==,0.0,1.0,0.0,1,22,2,0,0,2,2,2,2,2
isw9x3gmOku+edNqJ3vyaQ==,e9kCD7QAskGn5naQ74v8PA==,0.0,1.0,0.0,1,22,1,0,0,1,1,1,1,1
MWY5bBVHEEOWUfnTwFnnHQ==,7KMXU0yAKkynNKBdXv76Wg==,0.0,1.0,0.0,1,22,1,1,0,2,2,2,2,2
MWY5bBVHEEOWUfnTwFnnHQ==,7KMXU0yAKkynNKBdXv76Wg==,0.0,1.0,0.0,1,22,1,1,0,2,2,2,2,2
Fr9oWfIRPk6Tn0F12240tw==,qa274rs/HESeH6N2pckCXQ==,0.0,7.0,0.0,1,22,0,1,0,1,1,1,1,1
Fr9oWfIRPk6Tn0F12240tw==,EDMHp3yjAU2DsJ8A8SQLNA==,0.0,1.0,0.0,1,22,1,0,0,1,1,1,1,1
gwlc4zxoJEivY9vtdKLc2A==,aTaYKCTMCEiEozD8wn7Fqg==,0.0,1.0,0.0,1,22,1,1,0,2,2,2,2,2
gwlc4zxoJEivY9vtdKLc2A==,aTaYKCTMCEiEozD8wn7Fqg==,0.0,1.0,0.0,1,22,1,1,0,2,2,2,2,2
ZtJ8139qUky3aIopjjo8Fw==,eqwkWebrL0ypiXtiNyS7pA==,0.0,2.0,0.0,1,22,1,0,0,1,1,1,1,1
M1+3xXFmE0q6b+9HVdxQ1w==,xC21mVXl702lVe45F2R+Og==,0.0,2.0,0.0,1,22,8,0,0,8,8,8,8,8
M1+3xXFmE0q6b+9HVdxQ1w==,xC21mVXl702lVe45F2R+Og==,0.0,2.0,0.0,1,22,8,0,0,8,8,8,8,8
M1+3xXFmE0q6b+9HVdxQ1w==,xC21mVXl702lVe45F2R+Og==,0.0,2.0,0.0,1,22,8,0,0,8,8,8,8,8
M1+3xXFmE0q6b+9HVdxQ1w==,xC21mVXl702lVe45F2R+Og==,0.0,2.0,0.0,1,22,8,0,0,8,8,8,8,8
M1+3xXFmE0q6b+9HVdxQ1w==,xC21mVXl702lVe45F2R+Og==,0.0,2.0,0.0,1,22,8,0,0,8,8,8,8,8
M1+3xXFmE0q6b+9HVdxQ1w==,xC21mVXl702lVe45F2R+Og==,0.0,2.0,0.0,1,22,8,0,0,8,8,8,8,8
M1+3xXFmE0q6b+9HVdxQ1w==,xC21mVXl702lVe45F2R+Og==,0.0,2.0,0.0,1,22,8,0,0,8,8,8,8,8
M1+3xXFmE0q6b+9HVdxQ1w==,xC21mVXl702lVe45F2R+Og==,0.0,2.0,0.0,1,22,8,0,0,8,8,8,8,8
giY70S63zEKSA+4fCiC2jQ==,09X0A57EqECNjPi7W2maCg==,42.0,0.0,1.0,1,22,1,0,0,1,1,1,1,1
MWY5bBVHEEOWUfnTwFnnHQ==,VIR9bRfnWUGNkdgtppxnzQ==,0.0,1.0,0.0,1,22,2,0,0,2,2,2,2,2
MWY5bBVHEEOWUfnTwFnnHQ==,VIR9bRfnWUGNkdgtppxnzQ==,0.0,1.0,0.0,1,22,2,0,0,2,2,2,2,2
qR8YbQr2PUmE27VvgFzv3w==,b+vhlbXXVkuQoKF5npCT0A==,15.0,0.0,1.0,1,22,2,0,0,2,2,2,2,2
qR8YbQr2PUmE27VvgFzv3w==,b+vhlbXXVkuQoKF5npCT0A==,15.0,0.0,1.0,1,22,2,0,0,2,2,2,2,2
giY70S63zEKSA+4fCiC2jQ==,nCK+V/Axn0Wq0836r2rH5w==,0.0,0.0,1.0,1,22,2,0,0,2,2,2,2,2
giY70S63zEKSA+4fCiC2jQ==,nCK+V/Axn0Wq0836r2rH5w==,0.0,0.0,1.0,1,22,2,0,0,2,2,2,2,2
bsKc1tAibEmZ+BwwISsw0Q==,UJhWjzc+hUCVBAqkwIwHMw==,4.0,0.0,1.0,1,22,1,0,0,1,1,1,1,1
bsKc1tAibEmZ+BwwISsw0Q==,/oLTCid9QkK/gvoUCabn/Q==,0.0,1.0,0.0,1,22,1,0,0,1,1,1,1,1
VBx8f+FnZUqmVAadfMLbjg==,7a4W/hNBkEKg4Za8oDrnMw==,27.0,0.0,1.0,1,22,1,0,0,1,1,1,1,1
M1+3xXFmE0q6b+9HVdxQ1w==,ctN7PrMvPEyW6C18wrxZsA==,0.0,1.0,0.0,1,22,1,0,0,1,1,1,1,1
kp2ev3khwEeVqZ7qW0pJug==,agrJpJ/uaUK8Y32uKR1zVA==,0.0,2.0,0.0,1,22,2,0,0,2,2,2,2,2
kp2ev3khwEeVqZ7qW0pJug==,agrJpJ/uaUK8Y32uKR1zVA==,0.0,2.0,0.0,1,22,2,0,0,2,2,2,2,2
Fr9oWfIRPk6Tn0F12240tw==,hmHDFn5Ix0WVrlCJ4LvPSA==,0.0,1.0,0.0,1,22,1,0,0,1,1,1,1,1
MWY5bBVHEEOWUfnTwFnnHQ==,5pSS7TDGmk2v22zz/BAHqA==,0.0,1.0,0.0,1,22,1,0,0,1,1,1,1,1
O0gXPxm1z0yo2WOV0o+Xkw==,ptxv4MWDVEGcLUn0JD8bZg==,18.0,0.0,1.0,1,22,1,0,0,1,1,1,1,1
wpaU0jdh90qQONu144iIig==,2vQL9fmnkU2QWDl6Zh4bLw==,0.0,1.0,0.0,1,22,0,1,0,1,1,1,1,1
z6qHyTx3M0GmcKYDKB8Avg==,MUuw8EWIZ0WgtbMYTE5Exw==,0.0,1.0,0.0,1,22,1,0,0,1,1,1,1,1
CfTD2DR1KkKRZwZPIYKnKA==,P7A3ZIR+PkCfECL/9mtupQ==,5.0,0.0,1.0,1,22,0,0,1,1,1,1,1,1
Fr9oWfIRPk6Tn0F12240tw==,UqHUiKtep0qsmerDgdEWlw==,16.0,0.0,1.0,1,22,1,0,0,1,1,1,1,1
ZGPn2hAg+E+bm+6pAK3e7g==,V/F8N7PD9EuCjXnVWj3Avw==,1.0,4.0,5.0,1,22,2,0,0,2,2,2,2,2
ZGPn2hAg+E+bm+6pAK3e7g==,V/F8N7PD9EuCjXnVWj3Avw==,1.0,4.0,5.0,1,22,2,0,0,2,2,2,2,2
giY70S63zEKSA+4fCiC2jQ==,e992/GLzck+Ul1B5yx4ylw==,2.0,0.0,1.0,1,22,1,0,0,1,1,1,1,1
isw9x3gmOku+edNqJ3vyaQ==,iTW6rBgBQk2ND3bDczFM9g==,0.0,1.0,0.0,1,22,1,0,0,1,1,1,1,1
bsKc1tAibEmZ+BwwISsw0Q==,iaoYu2ixZkqMqliFBH1/YQ==,0.0,2.0,0.0,1,22,1,0,0,1,1,1,1,1
lKoFpuHAH06xje2KqaS8Fw==,jLsWdr0oe0mqd7etzP6Buw==,2.0,0.0,1.0,1,22,1,0,0,1,1,1,1,1
VCkXEQJxMEaCOzfgHgncSQ==,jRleLSwy5EeRhWAfHX+21g==,0.0,0.0,1.0,1,22,1,0,0,1,1,1,1,1
3a1+o8O8UUuye6u4ZjcoaQ==,nJwJFqk/Ekuf12y5utQyMw==,37.0,0.0,1.0,1,22,2,0,0,2,2,2,2,2
3a1+o8O8UUuye6u4ZjcoaQ==,nJwJFqk/Ekuf12y5utQyMw==,37.0,0.0,1.0,1,22,2,0,0,2,2,2,2,2
O0gXPxm1z0yo2WOV0o+Xkw==,xpRXulpB5kySbXpMfiBb6A==,0.0,1.0,0.0,1,22,1,0,0,1,1,1,1,1
giY70S63zEKSA+4fCiC2jQ==,1Fj+8lCtDEOaWD3FdXoXbg==,0.0,1.0,0.0,1,22,1,0,0,1,1,1,1,1
MWY5bBVHEEOWUfnTwFnnHQ==,UpBNWlT8iEGyV8fpEVNI+A==,11.0,0.0,1.0,1,22,1,0,0,1,1,1,1,1
c689Vmfb3EGqG5j73gg3yQ==,aqT+WNfSb0qPw2GvQ07etQ==,0.0,3.0,0.0,1,22,8,0,0,8,8,8,8,8
c689Vmfb3EGqG5j73gg3yQ==,aqT+WNfSb0qPw2GvQ07etQ==,0.0,3.0,0.0,1,22,8,0,0,8,8,8,8,8
c689Vmfb3EGqG5j73gg3yQ==,aqT+WNfSb0qPw2GvQ07etQ==,0.0,3.0,0.0,1,22,8,0,0,8,8,8,8,8
c689Vmfb3EGqG5j73gg3yQ==,aqT+WNfSb0qPw2GvQ07etQ==,0.0,3.0,0.0,1,22,8,0,0,8,8,8,8,8
c689Vmfb3EGqG5j73gg3yQ==,aqT+WNfSb0qPw2GvQ07etQ==,0.0,3.0,0.0,1,22,8,0,0,8,8,8,8,8
c689Vmfb3EGqG5j73gg3yQ==,aqT+WNfSb0qPw2GvQ07etQ==,0.0,3.0,0.0,1,22,8,0,0,8,8,8,8,8
c689Vmfb3EGqG5j73gg3yQ==,aqT+WNfSb0qPw2GvQ07etQ==,0.0,3.0,0.0,1,22,8,0,0,8,8,8,8,8
c689Vmfb3EGqG5j73gg3yQ==,aqT+WNfSb0qPw2GvQ07etQ==,0.0,3.0,0.0,1,22,8,0,0,8,8,8,8,8
kp2ev3khwEeVqZ7qW0pJug==,+D6RkoM+d0KfTTS88GdFOw==,34.0,0.0,1.0,1,22,3,0,0,3,3,3,3,3
kp2ev3khwEeVqZ7qW0pJug==,+D6RkoM+d0KfTTS88GdFOw==,34.0,0.0,1.0,1,22,3,0,0,3,3,3,3,3
kp2ev3khwEeVqZ7qW0pJug==,+D6RkoM+d0KfTTS88GdFOw==,34.0,0.0,1.0,1,22,3,0,0,3,3,3,3,3
bsKc1tAibEmZ+BwwISsw0Q==,5XINivRQr0ic4c/oKOFqAA==,2.0,0.0,1.0,1,22,0,1,0,1,1,1,1,1
Fr9oWfIRPk6Tn0F12240tw==,WA76wJwKx02cLvgvfMfhxw==,6.0,0.0,1.0,1,22,1,0,0,1,1,1,1,1
Fr9oWfIRPk6Tn0F12240tw==,qp2Gzlzf+U+TxcZAsfVYyQ==,0.0,5.0,0.0,1,22,1,0,0,1,1,1,1,1
3a1+o8O8UUuye6u4ZjcoaQ==,4B0cDJMP1Ee3DHwOCBk0hQ==,0.0,3.0,0.0,1,22,1,0,0,1,1,1,1,1
mIIyZtMCUEmDvi0oNGvZGQ==,OuldZi1RJU+5A91Xfqdfog==,22.0,0.0,1.0,1,22,1,0,0,1,1,1,1,1
isw9x3gmOku+edNqJ3vyaQ==,U5wyFyHrzUqRgjyFnmEtbg==,2.0,0.0,1.0,1,22,1,0,0,1,1,1,1,1
Vfb5r+7yXk68byerajScsQ==,P/UWuKY8jkmD8zEJpjR7AQ==,0.0,2.0,0.0,1,22,2,0,0,2,2,2,2,2
Vfb5r+7yXk68byerajScsQ==,P/UWuKY8jkmD8zEJpjR7AQ==,0.0,2.0,0.0,1,22,2,0,0,2,2,2,2,2
kp2ev3khwEeVqZ7qW0pJug==,ex7vhGO23UGzTQ1GJi5zrA==,0.0,7.0,0.0,1,22,2,0,0,2,2,2,2,2
kp2ev3khwEeVqZ7qW0pJug==,ex7vhGO23UGzTQ1GJi5zrA==,0.0,0.0,1.0,1,22,2,0,0,2,2,2,2,2
bsKc1tAibEmZ+BwwISsw0Q==,3/EuOVq/ukWEBWtpDtSBRQ==,12.0,0.0,1.0,1,22,1,0,0,1,1,1,1,1
bsKc1tAibEmZ+BwwISsw0Q==,7ahWbk7RmEeVQhsHoR6uIg==,13.0,0.0,1.0,1,22,1,0,0,1,1,1,1,1
Vfb5r+7yXk68byerajScsQ==,uvxpa956mEWEuwhArGHhKQ==,0.0,2.0,0.0,1,22,3,0,0,3,3,3,3,3
Vfb5r+7yXk68byerajScsQ==,uvxpa956mEWEuwhArGHhKQ==,0.0,2.0,0.0,1,22,3,0,0,3,3,3,3,3
Vfb5r+7yXk68byerajScsQ==,uvxpa956mEWEuwhArGHhKQ==,0.0,2.0,0.0,1,22,3,0,0,3,3,3,3,3
kp2ev3khwEeVqZ7qW0pJug==,egEEYvJO2ESmWq+yBLpK2g==,0.0,3.0,4.0,1,22,1,0,0,1,1,1,1,1
EsCYia3Mx0COa0vjEDU9dA==,mhIUDnr1s02pgD8cMgZlZQ==,0.0,2.0,0.0,1,22,1,0,0,1,1,1,1,1
NKBRx5hRm0GeNOCnjGipVg==,zZA2D+XFlkWPUSl7gRWq7w==,38.0,0.0,1.0,1,22,1,0,0,1,1,1,1,1
qR8YbQr2PUmE27VvgFzv3w==,TsaTwpVqjUi6f8fc3Tx6QA==,54.0,0.0,1.0,1,22,1,0,0,1,1,1,1,1
MWY5bBVHEEOWUfnTwFnnHQ==,i5cdJehT/Eunes65LRQhfA==,0.0,1.0,0.0,1,22,2,0,0,2,2,2,2,2
MWY5bBVHEEOWUfnTwFnnHQ==,i5cdJehT/Eunes65LRQhfA==,0.0,1.0,0.0,1,22,2,0,0,2,2,2,2,2
3a1+o8O8UUuye6u4ZjcoaQ==,NisT2sPWjUSOJAccYHHj+g==,25.0,0.0,1.0,1,22,1,0,0,1,1,1,1,1
MWY5bBVHEEOWUfnTwFnnHQ==,f2UNAC48hUOkPH3YOd+h4A==,0.0,1.0,0.0,1,22,1,0,0,1,1,1,1,1
bsKc1tAibEmZ+BwwISsw0Q==,rymLKYY5N06cknb7oEv6SQ==,5.0,0.0,1.0,1,22,1,0,0,1,1,1,1,1
O0gXPxm1z0yo2WOV0o+Xkw==,rzePxyPs4U2tKLDQaXb9kw==,9.0,0.0,1.0,1,22,1,0,0,1,1,1,1,1
VBx8f+FnZUqmVAadfMLbjg==,vHiXivHt7UusoqF0WO1OcQ==,45.0,0.0,1.0,1,22,2,0,0,2,2,2,2,2
VBx8f+FnZUqmVAadfMLbjg==,vHiXivHt7UusoqF0WO1OcQ==,45.0,0.0,1.0,1,22,2,0,0,2,2,2,2,2
qR8YbQr2PUmE27VvgFzv3w==,JNnRw4aU+UGwRP/Him7/uA==,13.0,0.0,1.0,1,22,2,0,0,2,2,2,2,2
qR8YbQr2PUmE27VvgFzv3w==,JNnRw4aU+UGwRP/Him7/uA==,13.0,0.0,1.0,1,22,2,0,0,2,2,2,2,2
bsKc1tAibEmZ+BwwISsw0Q==,yG8YfImujkuMyDce3Neeyw==,6.0,0.0,1.0,1,22,1,0,0,1,1,1,1,1
O0gXPxm1z0yo2WOV0o+Xkw==,aqy3ISI0WE6MOMPmsnx1/A==,4.0,0.0,1.0,1,22,2,0,0,2,2,2,2,2
O0gXPxm1z0yo2WOV0o+Xkw==,aqy3ISI0WE6MOMPmsnx1/A==,4.0,0.0,1.0,1,22,2,0,0,2,2,2,2,2
lKoFpuHAH06xje2KqaS8Fw==,js/S6WQtsEC4VhX9z1Uh4g==,0.0,1.0,0.0,1,22,1,0,0,1,1,1,1,1
00eVKE2/0U6GyaSwxxBq2A==,nVeuMO09F0qlNb2wurxoNg==,18.0,0.0,1.0,1,22,1,0,0,1,1,1,1,1
c689Vmfb3EGqG5j73gg3yQ==,yjtxJLZRFk6ZeT9rmVWllA==,0.0,2.0,4.0,1,22,2,0,0,2,2,2,2,2
c689Vmfb3EGqG5j73gg3yQ==,yjtxJLZRFk6ZeT9rmVWllA==,0.0,2.0,4.0,1,22,2,0,0,2,2,2,2,2
ZGPn2hAg+E+bm+6pAK3e7g==,ENea8NJfuUCqzYX7V2LzAg==,0.0,2.0,0.0,1,22,1,0,0,1,1,1,1,1
MWY5bBVHEEOWUfnTwFnnHQ==,IY4taNoVSUKj/kd6Y4hdxg==,0.0,2.0,3.0,1,22,1,0,0,1,1,1,1,1
MWY5bBVHEEOWUfnTwFnnHQ==,KDOo3LpmPE6nLuq/ZRNrNA==,2.0,0.0,1.0,1,22,1,0,0,1,1,1,1,1
z6qHyTx3M0GmcKYDKB8Avg==,N36ZuJ1/q0uVlCr2MUz5IQ==,9.0,0.0,1.0,1,22,1,0,0,1,1,1,1,1
3a1+o8O8UUuye6u4ZjcoaQ==,PdQaybnPGk6RyLtxbU69Eg==,16.0,0.0,1.0,1,22,1,0,0,1,1,1,1,1
r/mIF223BE6nHHwbe6928g==,Tjutt6j5IUy2H/jTC+sPWA==,66.0,0.0,1.0,1,22,1,0,0,1,1,1,1,1
akJCkvgAh066A9YCHXpVOg==,UqshqgivZUyDrw8Q9w8LSA==,0.0,2.0,0.0,1,22,1,0,0,1,1,1,1,1
MWY5bBVHEEOWUfnTwFnnHQ==,VK53F6hepke3pECtTFHzJg==,0.0,6.0,0.0,1,22,1,0,0,1,1,1,1,1
3a1+o8O8UUuye6u4ZjcoaQ==,u4E/W/rE5EGLIYjOqGpWbQ==,0.0,1.0,0.0,1,22,1,0,0,1,1,1,1,1
giY70S63zEKSA+4fCiC2jQ==,vtYtde8lPU65ddQVKMLMFw==,1.0,4.0,2.0,1,22,1,0,0,1,1,1,1,1
giY70S63zEKSA+4fCiC2jQ==,5dJ3pcfI+UGKlKde/zRpQA==,1.0,4.0,2.0,1,22,1,0,0,1,1,1,1,1
c689Vmfb3EGqG5j73gg3yQ==,jaxSIVNc30K5wIHJ8b59ng==,0.0,3.0,0.0,1,22,8,0,0,8,8,8,8,8
c689Vmfb3EGqG5j73gg3yQ==,jaxSIVNc30K5wIHJ8b59ng==,0.0,3.0,0.0,1,22,8,0,0,8,8,8,8,8
c689Vmfb3EGqG5j73gg3yQ==,jaxSIVNc30K5wIHJ8b59ng==,0.0,3.0,0.0,1,22,8,0,0,8,8,8,8,8
c689Vmfb3EGqG5j73gg3yQ==,jaxSIVNc30K5wIHJ8b59ng==,0.0,3.0,0.0,1,22,8,0,0,8,8,8,8,8
c689Vmfb3EGqG5j73gg3yQ==,jaxSIVNc30K5wIHJ8b59ng==,0.0,3.0,0.0,1,22,8,0,0,8,8,8,8,8
c689Vmfb3EGqG5j73gg3yQ==,jaxSIVNc30K5wIHJ8b59ng==,0.0,3.0,0.0,1,22,8,0,0,8,8,8,8,8
c689Vmfb3EGqG5j73gg3yQ==,jaxSIVNc30K5wIHJ8b59ng==,0.0,3.0,0.0,1,22,8,0,0,8,8,8,8,8
c689Vmfb3EGqG5j73gg3yQ==,jaxSIVNc30K5wIHJ8b59ng==,0.0,3.0,0.0,1,22,8,0,0,8,8,8,8,8
O0gXPxm1z0yo2WOV0o+Xkw==,k8dp+A20pE+afecJ3b+yhA==,0.0,1.0,0.0,1,22,1,0,0,1,1,1,1,1
MWY5bBVHEEOWUfnTwFnnHQ==,v+nE1dOvy0W1sQcXfot73Q==,2.0,0.0,1.0,1,22,2,0,0,2,2,2,2,2
MWY5bBVHEEOWUfnTwFnnHQ==,v+nE1dOvy0W1sQcXfot73Q==,2.0,0.0,1.0,1,22,2,0,0,2,2,2,2,2
z6qHyTx3M0GmcKYDKB8Avg==,9+ajhv8e5UWc9kzavg7EhQ==,0.0,1.0,0.0,1,22,1,0,0,1,1,1,1,1
VCkXEQJxMEaCOzfgHgncSQ==,h0hjjfBTo0qivXyijbwKpw==,0.0,3.0,0.0,1,22,0,1,0,1,1,1,1,1
ZGPn2hAg+E+bm+6pAK3e7g==,NeAbo3LjmUmWy8QCTY9dxQ==,0.0,1.0,0.0,1,22,3,0,0,3,3,3,3,3
ZGPn2hAg+E+bm+6pAK3e7g==,NeAbo3LjmUmWy8QCTY9dxQ==,0.0,1.0,0.0,1,22,3,0,0,3,3,3,3,3
ZGPn2hAg+E+bm+6pAK3e7g==,NeAbo3LjmUmWy8QCTY9dxQ==,0.0,1.0,0.0,1,22,3,0,0,3,3,3,3,3
gwlc4zxoJEivY9vtdKLc2A==,P/sRP6PvnU2DtTVRoSh5uw==,0.0,1.0,0.0,1,22,1,0,0,1,1,1,1,1
ZGPn2hAg+E+bm+6pAK3e7g==,RtAGIdK47EOwyZ4fLSekfA==,1.0,4.0,2.0,1,22,1,0,0,1,1,1,1,1
VBx8f+FnZUqmVAadfMLbjg==,a8YbLufKwkav/9iNaaoQVQ==,29.0,0.0,1.0,1,22,1,0,0,1,1,1,1,1
8a3y6LMcqkeQFa7wZsDkdQ==,w17Afz8g8E+nfKlR08vnaw==,0.0,1.0,0.0,1,22,2,0,0,2,2,2,2,2
8a3y6LMcqkeQFa7wZsDkdQ==,w17Afz8g8E+nfKlR08vnaw==,0.0,1.0,0.0,1,22,2,0,0,2,2,2,2,2
