customer_binary,user_binary,device,os,browser,weekday,hour,product_views_hour,cart_views_hour,purchase_views_hour,page_views_hour,product_views_journey,cart_views_journey,purchase_views_journey,page_views_journey
lKoFpuHAH06xje2KqaS8Fw==,29sLN5VQIke+SAhBbem7LQ==,47.0,0.0,1.0,1,22,1,0,0,1,1,1,1,1
8a3y6LMcqkeQFa7wZsDkdQ==,iIttI9cKPE6UoQUhV4zK9g==,24.0,0.0,1.0,1,22,2,0,0,2,2,2,2,2
8a3y6LMcqkeQFa7wZsDkdQ==,iIttI9cKPE6UoQUhV4zK9g==,24.0,0.0,1.0,1,22,2,0,0,2,2,2,2,2
Fr9oWfIRPk6Tn0F12240tw==,ulbzURu0v065cq/3Jw64Pw==,0.0,1.0,0.0,1,22,1,0,0,1,1,1,1,1
3a1+o8O8UUuye6u4ZjcoaQ==,+1Wv2Zv8kEWOPBmpmqNnaA==,60.0,0.0,1.0,1,22,1,0,0,1,1,1,1,1
z6qHyTx3M0GmcKYDKB8Avg==,H1/ucoJdXkWfrwmAnXToQA==,0.0,1.0,0.0,1,22,1,0,0,1,1,1,1,1
giY70S63zEKSA+4fCiC2jQ==,Wnh+vldfTkWTqCx7AZPmaw==,11.0,0.0,1.0,1,22,1,0,0,1,1,1,1,1
3a1+o8O8UUuye6u4ZjcoaQ==,2E42t/96wU64fs1Z8EyJlg==,4.0,0.0,1.0,1,22,3,0,0,3,3,3,3,3
3a1+o8O8UUuye6u4ZjcoaQ==,2E42t/96wU64fs1Z8EyJlg==,4.0,0.0,1.0,1,22,3,0,0,3,3,3,3,3
3a1+o8O8UUuye6u4ZjcoaQ==,2E42t/96wU64fs1Z8EyJlg==,4.0,0.0,1.0,1,22,3,0,0,3,3,3,3,3
3a1+o8O8UUuye6u4ZjcoaQ==,81XwrqYj9U2AHytot7Ni2Q==,31.0,0.0,1.0,1,22,1,0,0,1,1,1,1,1
MbuYnXh5UkKpHG+8JP2aLg==,9i/eN5e6o0CHKvMb1JkqKQ==,0.0,2.0,0.0,1,22,1,0,0,1,1,1,1,1
bsKc1tAibEmZ+BwwISsw0Q==,EG7w6UOKR0ycF1SYpHtc1A==,3.0,0.0,1.0,1,22,1,1,0,2,2,2,2,2
bsKc1tAibEmZ+BwwISsw0Q==,EG7w6UOKR0ycF1SYpHtc1A==,3.0,0.0,1.0,1,22,1,1,0,2,2,2,2,2
giY70S63zEKSA+4fCiC2jQ==,g7PtrnMFu0itYVS+QVhLOg==,0.0,2.0,0.0,1,22,1,0,0,1,1,1,1,1
UiwLOUwWo0KFC3m/wD6frQ==,/N0ou9IYfEKHvwdg93Kd1Q==,19.0,0.0,1.0,1,22,3,0,0,3,3,3,3,3
UiwLOUwWo0KFC3m/wD6frQ==,/N0ou9IYfEKHvwdg93Kd1Q==,19.0,0.0,1.0,1,22,3,0,0,3,3,3,3,3
UiwLOUwWo0KFC3m/wD6frQ==,/N0ou9IYfEKHvwdg93Kd1Q==,19.0,0.0,1.0,1,22,3,0,0,3,3,3,3,3
MWY5bBVHEEOWUfnTwFnnHQ==,uedNzKdVHU2uGDeV5hyK+Q==,0.0,1.0,0.0,1,22,1,0,0,1,1,1,1,1
giY70S63zEKSA+4fCiC2jQ==,HR0oC8+E/0WOHTxxjX2YIA==,0.0,0.0,1.0,1,22,3,0,0,3,3,3,3,3
giY70S63zEKSA+4fCiC2jQ==,HR0oC8+E/0WOHTxxjX2YIA==,0.0,0.0,1.0,1,22,3,0,0,3,3,3,3,3
giY70S63zEKSA+4fCiC2jQ==,HR0oC8+E/0WOHTxxjX2YIA==,0.0,0.0,1.0,1,22,3,0,0,3,3,3,3,3
z6qHyTx3M0GmcKYDKB8Avg==,K6mKVh4ILkWKudv9Z2yKFw==,22.0,0.0,1.0,1,22,1,0,0,1,1,1,1,1
z6qHyTx3M0GmcKYDKB8Avg==,r6w6uTjYaE6fPR6g0UNZTQ==,15.0,0.0,1.0,1,22,1,0,0,1,1,1,1,1
giY70S63zEKSA+4fCiC2jQ==,sabQULgYp0i4UFR+6NmLwA==,20.0,0.0,1.0,1,22,1,0,0,1,1,1,1,1
z6qHyTx3M0GmcKYDKB8Avg==,LjsfoOpVvk+lUpv9ZH+59g==,0.0,2.0,0.0,1,22,1,0,0,1,1,1,1,1
r/mIF223BE6nHHwbe6928g==,TcoW0MvLJESyIQr79dmySA==,0.0,0.0,1.0,1,22,4,0,0,4,4,4,4,4
r/mIF223BE6nHHwbe6928g==,TcoW0MvLJESyIQr79dmySA==,0.0,0.0,1.0,1,22,4,0,0,4,4,4,4,4
r/mIF223BE6nHHwbe6928g==,TcoW0MvLJESyIQr79dmySA==,0.0,0.0,1.0,1,22,4,0,0,4,4,4,4,4
r/mIF223BE6nHHwbe6928g==,TcoW0MvLJESyIQr79dmySA==,0.0,0.0,1.0,1,22,4,0,0,4,4,4,4,4
gwlc4zxoJEivY9vtdKLc2A==,oHNRbZj8gUKziAnzerBwiQ==,0.0,0.0,1.0,1,22,1,0,0,1,1,1,1,1
Fr9oWfIRPk6Tn0F12240tw==,JkmsdBoPoU6c6lKMaMDF5A==,0.0,1.0,0.0,1,22,1,0,0,1,1,1,1,1
qR8YbQr2PUmE27VvgFzv3w==,YSNJQFIl9Ual+cVdqVBqEg==,0.0,1.0,4.0,1,22,1,0,0,1,1,1,1,1
+fFJcQp8sUScovDIJdYErg==,de7NeVFc30qL2Q2TWG5IPA==,0.0,0.0,1.0,1,22,7,0,0,7,7,7,7,7
+fFJcQp8sUScovDIJdYErg==,de7NeVFc30qL2Q2TWG5IPA==,0.0,0.0,1.0,1,22,7,0,0,7,7,7,7,7
+fFJcQp8sUScovDIJdYErg==,de7NeVFc30qL2Q2TWG5IPA==,0.0,0.0,1.0,1,22,7,0,0,7,7,7,7,7
+fFJcQp8sUScovDIJdYErg==,de7NeVFc30qL2Q2TWG5IPA==,0.0,0.0,1.0,1,22,7,0,0,7,7,7,7,7
+fFJcQp8sUScovDIJdYErg==,de7NeVFc30qL2Q2TWG5IPA==,0.0,0.0,1.0,1,22,7,0,0,7,7,7,7,7
+fFJcQp8sUScovDIJdYErg==,de7NeVFc30qL2Q2TWG5IPA==,0.0,0.0,1.0,1,22,7,0,0,7,7,7,7,7
+fFJcQp8sUScovDIJdYErg==,de7NeVFc30qL2Q2TWG5IPA==,0.0,0.0,1.0,1,22,7,0,0,7,7,7,7,7
giY70S63zEKSA+4fCiC2jQ==,e2LFBvBrTU+Le7j0uQ31KQ==,0.0,1.0,0.0,1,22,1,0,0,1,1,1,1,1
giY70S63zEKSA+4fCiC2jQ==,ntAYNNoOVUG+yCX1tbvnuw==,0.0,3.0,0.0,1,22,1,0,0,1,1,1,1,1
3a1+o8O8UUuye6u4ZjcoaQ==,QMXVIAKaOku9/fV5SKRJgA==,58.0,0.0,1.0,1,22,1,0,0,1,1,1,1,1
isw9x3gmOku+edNqJ3vyaQ==,0AzFeuOqOkCOcSCtCViXAw==,0.0,0.0,1.0,1,22,1,0,0,1,1,1,1,1
uhJ8dNACsEKUiAkCKhnAfw==,k5NsWlzTL0uCg53DKH/XuQ==,0.0,1.0,4.0,1,22,0,1,0,1,1,1,1,1
O0gXPxm1z0yo2WOV0o+Xkw==,nn4I46JnsUSSk1LJoUE1xw==,21.0,0.0,1.0,1,22,1,0,0,1,1,1,1,1
r/mIF223BE6nHHwbe6928g==,UvFvZfHUG0CKHnZZRtHnoA==,31.0,0.0,1.0,1,22,1,0,0,1,1,1,1,1
z6qHyTx3M0GmcKYDKB8Avg==,eNa7hzGb40SMGK+BT6vRdw==,17.0,0.0,1.0,1,22,2,0,0,2,2,2,2,2
z6qHyTx3M0GmcKYDKB8Avg==,eNa7hzGb40SMGK+BT6vRdw==,17.0,0.0,1.0,1,22,2,0,0,2,2,2,2,2
giY70S63zEKSA+4fCiC2jQ==,0Ji+o8H2E0inwEzR7fyjQg==,0.0,2.0,0.0,1,22,1,0,0,1,1,1,1,1
3a1+o8O8UUuye6u4ZjcoaQ==,9hlfog4JxU2O+rDxsuWbOQ==,14.0,0.0,1.0,1,22,1,0,0,1,1,1,1,1
WwvalpsUDEKSZVADZr+mgA==,Xrg4eUGv2kqw9QXJn792Qw==,0.0,2.0,0.0,1,22,1,0,0,1,1,1,1,1
MWY5bBVHEEOWUfnTwFnnHQ==,Y96xl+LAjEeCHS2Az7tVrw==,0.0,1.0,0.0,1,22,4,0,0,4,4,4,4,4
MWY5bBVHEEOWUfnTwFnnHQ==,Y96xl+LAjEeCHS2Az7tVrw==,0.0,1.0,0.0,1,22,4,0,0,4,4,4,4,4
MWY5bBVHEEOWUfnTwFnnHQ==,Y96xl+LAjEeCHS2Az7tVrw==,0.0,1.0,0.0,1,22,4,0,0,4,4,4,4,4
MWY5bBVHEEOWUfnTwFnnHQ==,Y96xl+LAjEeCHS2Az7tVrw==,0.0,1.0,0.0,1,22,4,0,0,4,4,4,4,4
EsCYia3Mx0COa0vjEDU9dA==,foorM5rIMU2gwWBSQAh23Q==,39.0,0.0,1.0,1,22,1,0,0,1,1,1,1,1
MWY5bBVHEEOWUfnTwFnnHQ==,p1XhQlRfa0ecNKN4AUkagg==,0.0,2.0,0.0,1,22,1,0,0,1,1,1,1,1
mIIyZtMCUEmDvi0oNGvZGQ==,uSINPbCsUUu8CRqoMr95sQ==,67.0,0.0,0.0,1,22,1,0,0,1,1,1,1,1
8a3y6LMcqkeQFa7wZsDkdQ==,04Nkmr+LBEiLtlB3HqP3cw==,0.0,3.0,0.0,1,22,1,0,0,1,1,1,1,1
Fr9oWfIRPk6Tn0F12240tw==,6kn+uwA+JEmTi9E1DoJsHA==,0.0,2.0,0.0,1,22,1,0,0,1,1,1,1,1
lKoFpuHAH06xje2KqaS8Fw==,bYa8c/hLgUmqUfGk0sr5Ow==,0.0,1.0,0.0,1,22,0,1,0,1,1,1,1,1
mIIyZtMCUEmDvi0oNGvZGQ==,Hfeytd8N50SNg9TIq884Qw==,0.0,1.0,0.0,1,22,1,0,0,1,1,1,1,1
giY70S63zEKSA+4fCiC2jQ==,o+XghuSYkE6VfHp1aikuVQ==,14.0,0.0,1.0,1,22,1,0,0,1,1,1,1,1
z6qHyTx3M0GmcKYDKB8Avg==,9e/qI1A2HkO9y8FQuhYQ7g==,29.0,0.0,1.0,1,22,1,0,0,1,1,1,1,1
MWY5bBVHEEOWUfnTwFnnHQ==,c6ssM8m7BkKJmY+kGjUnIA==,0.0,1.0,4.0,1,22,1,0,0,1,1,1,1,1
ZGPn2hAg+E+bm+6pAK3e7g==,HXVAJE5PAEuFjOU0mUVXpw==,1.0,4.0,2.0,1,22,1,0,0,1,1,1,1,1
z6qHyTx3M0GmcKYDKB8Avg==,IfUzkInMDUOr6hyDHTcPDA==,2.0,0.0,1.0,1,22,3,0,0,3,3,3,3,3
z6qHyTx3M0GmcKYDKB8Avg==,IfUzkInMDUOr6hyDHTcPDA==,2.0,0.0,1.0,1,22,3,0,0,3,3,3,3,3
z6qHyTx3M0GmcKYDKB8Avg==,IfUzkInMDUOr6hyDHTcPDA==,2.0,0.0,1.0,1,22,3,0,0,3,3,3,3,3
z6qHyTx3M0GmcKYDKB8Avg==,JtFma5Caok2bfQBbFFwEUw==,1.0,4.0,2.0,1,22,3,0,0,3,3,3,3,3
z6qHyTx3M0GmcKYDKB8Avg==,JtFma5Caok2bfQBbFFwEUw==,1.0,4.0,2.0,1,22,3,0,0,3,3,3,3,3
z6qHyTx3M0GmcKYDKB8Avg==,JtFma5Caok2bfQBbFFwEUw==,1.0,4.0,2.0,1,22,3,0,0,3,3,3,3,3
giY70S63zEKSA+4fCiC2jQ==,BTkG2NAPVkysI4cYjqh3zg==,15.0,0.0,1.0,1,22,1,0,0,1,1,1,1,1
rtieEqQqcEu0sMoF3BR0Cg==,FKe5fKB580qkwVV9s2mUIw==,0.0,3.0,0.0,1,22,1,0,0,1,1,1,1,1
3uO/4h+nuUmsm7uDytwCxA==,SHQ7aHk8zEm1Ily+i0GOcg==,61.0,0.0,1.0,1,22,1,0,0,1,1,1,1,1
gwlc4zxoJEivY9vtdKLc2A==,d6MLRYVGH0Cq8jXirj1c3w==,0.0,1.0,0.0,1,22,1,0,0,1,1,1,1,1
z6qHyTx3M0GmcKYDKB8Avg==,oZp/6utuxEyr55N+aMXUyQ==,0.0,0.0,1.0,1,22,1,0,0,1,1,1,1,1
giY70S63zEKSA+4fCiC2jQ==,0ja7As5fCE2VKn8bTip8pQ==,63.0,0.0,1.0,1,22,1,0,0,1,1,1,1,1
MWY5bBVHEEOWUfnTwFnnHQ==,83m9iBY0DUiQAi7lQ9HE/g==,6.0,0.0,1.0,1,22,1,0,0,1,1,1,1,1
MWY5bBVHEEOWUfnTwFnnHQ==,95jaISAYkU237frIMwN2fA==,0.0,1.0,0.0,1,22,2,0,0,2,2,2,2,2
MWY5bBVHEEOWUfnTwFnnHQ==,95jaISAYkU237frIMwN2fA==,0.0,1.0,0.0,1,22,2,0,0,2,2,2,2,2
bsKc1tAibEmZ+BwwISsw0Q==,ALz1xf2P2UuiCYCoHiJBXA==,0.0,2.0,0.0,1,22,1,0,0,1,1,1,1,1
VBx8f+FnZUqmVAadfMLbjg==,GgG3dL8P/U62dAjn4E2qlg==,0.0,2.0,0.0,1,22,1,0,0,1,1,1,1,1
qR8YbQr2PUmE27VvgFzv3w==,g9m9LcLMcUmnTWm/7yOSCQ==,0.0,1.0,0.0,1,22,1,0,0,1,1,1,1,1
MWY5bBVHEEOWUfnTwFnnHQ==,iqHnb1vtwE+VfIJCrHH5Sw==,0.0,1.0,0.0,1,22,3,0,0,3,3,3,3,3
MWY5bBVHEEOWUfnTwFnnHQ==,iqHnb1vtwE+VfIJCrHH5Sw==,0.0,1.0,0.0,1,22,3,0,0,3,3,3,3,3
MWY5bBVHEEOWUfnTwFnnHQ==,iqHnb1vtwE+VfIJCrHH5Sw==,0.0,1.0,0.0,1,22,3,0,0,3,3,3,3,3
MWY5bBVHEEOWUfnTwFnnHQ==,j12o4+MBkE6MSbGh37hloA==,0.0,1.0,0.0,1,22,3,0,0,3,3,3,3,3
MWY5bBVHEEOWUfnTwFnnHQ==,j12o4+MBkE6MSbGh37hloA==,0.0,1.0,0.0,1,22,3,0,0,3,3,3,3,3
MWY5bBVHEEOWUfnTwFnnHQ==,j12o4+MBkE6MSbGh37hloA==,0.0,1.0,0.0,1,22,3,0,0,3,3,3,3,3
MWY5bBVHEEOWUfnTwFnnHQ==,pQ6idhaYGUCGRz7kqHD4Xw==,0.0,1.0,0.0,1,22,1,0,0,1,1,1,1,1
MWY5bBVHEEOWUfnTwFnnHQ==,xNGaWWS5QEOh9PpspqKGIw==,0.0,1.0,0.0,1,22,4,0,0,4,4,4,4,4
MWY5bBVHEEOWUfnTwFnnHQ==,xNGaWWS5QEOh9PpspqKGIw==,0.0,1.0,0.0,1,22,4,0,0,4,4,4,4,4
MWY5bBVHEEOWUfnTwFnnHQ==,xNGaWWS5QEOh9PpspqKGIw==,0.0,1.0,0.0,1,22,4,0,0,4,4,4,4,4
MWY5bBVHEEOWUfnTwFnnHQ==,xNGaWWS5QEOh9PpspqKGIw==,0.0,1.0,0.0,1,22,4,0,0,4,4,4,4,4
lKoFpuHAH06xje2KqaS8Fw==,3tYNv3x1oEqgJ8LJCjNhuQ==,9.0,0.0,1.0,1,22,1,0,0,1,1,1,1,1
giY70S63zEKSA+4fCiC2jQ==,BUqaSzuAF0yPmqV2DXzJGQ==,14.0,0.0,1.0,1,22,1,0,0,1,1,1,1,1
N7oKcApHKU6HgVDQ9hOaMw==,X4WS1ZPr3k2T+GKL9zrHmw==,13.0,0.0,1.0,1,22,3,0,0,3,3,3,3,3
N7oKcApHKU6HgVDQ9hOaMw==,X4WS1ZPr3k2T+GKL9zrHmw==,13.0,0.0,1.0,1,22,3,0,0,3,3,3,3,3
N7oKcApHKU6HgVDQ9hOaMw==,X4WS1ZPr3k2T+GKL9zrHmw==,13.0,0.0,1.0,1,22,3,0,0,3,3,3,3,3
MbuYnXh5UkKpHG+8JP2aLg==,cPsbk2RZDk+2JYTcSG/hBA==,28.0,0.0,1.0,1,22,1,0,0,1,1,1,1,1
MWY5bBVHEEOWUfnTwFnnHQ==,itou8tpNGkuXd9omdgyUCg==,6.0,0.0,1.0,1,22,2,0,0,2,2,2,2,2
MWY5bBVHEEOWUfnTwFnnHQ==,itou8tpNGkuXd9omdgyUCg==,6.0,0.0,1.0,1,22,2,0,0,2,2,2,2,2
EsCYia3Mx0COa0vjEDU9dA==,RWM7HoUtOkmxwGrMGn0Jng==,9.0,0.0,1.0,1,22,1,0,0,1,1,1,1,1
giY70S63zEKSA+4fCiC2jQ==,ptV4tLkSR0+/ek3yb4aFHg==,9.0,0.0,1.0,1,22,1,0,0,1,1,1,1,1
MWY5bBVHEEOWUfnTwFnnHQ==,2qQeXKe5jEyW9opCRrcLgg==,0.0,2.0,0.0,1,22,2,0,0,2,2,2,2,2
MWY5bBVHEEOWUfnTwFnnHQ==,2qQeXKe5jEyW9opCRrcLgg==,0.0,2.0,0.0,1,22,2,0,0,2,2,2,2,2
z6qHyTx3M0GmcKYDKB8Avg==,S77Q3V4emEKLHOZiRUfkCw==,25.0,0.0,1.0,1,22,1,0,0,1,1,1,1,1
z6qHyTx3M0GmcKYDKB8Avg==,p1dj4Pk/T0q5boW1g9XmeA==,3.0,0.0,1.0,1,22,1,0,0,1,1,1,1,1
giY70S63zEKSA+4fCiC2jQ==,yHepHxM9CUqm++sTHX2qAQ==,9.0,0.0,1.0,1,22,2,0,0,2,2,2,2,2
giY70S63zEKSA+4fCiC2jQ==,yHepHxM9CUqm++sTHX2qAQ==,9.0,0.0,1.0,1,22,2,0,0,2,2,2,2,2
giY70S63zEKSA+4fCiC2jQ==,/wFyW93UvkqNEDdDqWJz0A==,73.0,9.0,1.0,1,22,1,0,0,1,1,1,1,1
giY70S63zEKSA+4fCiC2jQ==,A9cwPCiFB0SnFkwcTp9LWw==,77.0,0.0,1.0,1,22,1,0,0,1,1,1,1,1
gwlc4zxoJEivY9vtdKLc2A==,NuiZqZQLZkadbNr5d9Y9iQ==,0.0,1.0,0.0,1,22,1,0,0,1,1,1,1,1
giY70S63zEKSA+4fCiC2jQ==,568mhLjCHUuH5iXlwQz8Yw==,0.0,0.0,1.0,1,22,1,0,0,1,1,1,1,1
00eVKE2/0U6GyaSwxxBq2A==,E2fuzM3fZEmvjelF4H9h6Q==,2.0,0.0,1.0,1,22,1,0,0,1,1,1,1,1
MWY5bBVHEEOWUfnTwFnnHQ==,NQiDnoy1dkid+Ein0UFQsg==,9.0,0.0,1.0,1,22,2,0,0,2,2,2,2,2
MWY5bBVHEEOWUfnTwFnnHQ==,NQiDnoy1dkid+Ein0UFQsg==,9.0,0.0,1.0,1,22,2,0,0,2,2,2,2,2
3a1+o8O8UUuye6u4ZjcoaQ==,lyExvyOHk0eJH3kX9UcJqw==,53.0,0.0,1.0,1,22,1,0,0,1,1,1,1,1
giY70S63zEKSA+4fCiC2jQ==,or8Q0f0dkkq9+bujXbNouA==,2.0,0.0,1.0,1,22,1,0,0,1,1,1,1,1
8a3y6LMcqkeQFa7wZsDkdQ==,3lkE09RTAU218hncLZT1Lg==,0.0,1.0,0.0,1,22,3,0,0,3,3,3,3,3
8a3y6LMcqkeQFa7wZsDkdQ==,3lkE09RTAU218hncLZT1Lg==,0.0,1.0,0.0,1,22,3,0,0,3,3,3,3,3
8a3y6LMcqkeQFa7wZsDkdQ==,3lkE09RTAU218hncLZT1Lg==,0.0,1.0,0.0,1,22,3,0,0,3,3,3,3,3
O0gXPxm1z0yo2WOV0o+Xkw==,9NA6QGTGC0iExma4gGSFnQ==,72.0,0.0,1.0,1,22,0,1,0,1,1,1,1,1
giY70S63zEKSA+4fCiC2jQ==,A/qLd6KJAk29UKxACyFChQ==,42.0,0.0,1.0,1,22,1,0,0,1,1,1,1,1
Vfb5r+7yXk68byerajScsQ==,Lc/xZxBUv0yG7Fj+4w9AUw==,0.0,3.0,0.0,1,22,1,0,0,1,1,1,1,1
z6qHyTx3M0GmcKYDKB8Avg==,x/bPF8cby0a0/Q3Ez1girw==,6.0,0.0,1.0,1,22,1,0,0,1,1,1,1,1
lKoFpuHAH06xje2KqaS8Fw==,bTQraeXo1EGqrlZs6nqIlA==,0.0,1.0,0.0,1,22,1,0,0,1,1,1,1,1
MWY5bBVHEEOWUfnTwFnnHQ==,xkcBhrVrxk6MktQKS8BC3w==,0.0,1.0,0.0,1,22,6,0,0,6,6,6,6,6
MWY5bBVHEEOWUfnTwFnnHQ==,xkcBhrVrxk6MktQKS8BC3w==,0.0,1.0,0.0,1,22,6,0,0,6,6,6,6,6
MWY5bBVHEEOWUfnTwFnnHQ==,xkcBhrVrxk6MktQKS8BC3w==,0.0,1.0,0.0,1,22,6,0,0,6,6,6,6,6
MWY5bBVHEEOWUfnTwFnnHQ==,xkcBhrVrxk6MktQKS8BC3w==,0.0,1.0,0.0,1,22,6,0,0,6,6,6,6,6
MWY5bBVHEEOWUfnTwFnnHQ==,xkcBhrVrxk6MktQKS8BC3w==,0.0,1.0,0.0,1,22,6,0,0,6,6,6,6,6
MWY5bBVHEEOWUfnTwFnnHQ==,xkcBhrVrxk6MktQKS8BC3w==,0.0,1.0,0.0,1,22,6,0,0,6,6,6,6,6
3a1+o8O8UUuye6u4ZjcoaQ==,8e/lGdlNXUmRdBn3QSBlfA==,2.0,0.0,1.0,1,22,1,0,0,1,1,1,1,1
kp2ev3khwEeVqZ7qW0pJug==,grHoqFcor0yHdwP4/xdU5Q==,1.0,4.0,2.0,1,22,2,0,0,2,2,2,2,2
kp2ev3khwEeVqZ7qW0pJug==,grHoqFcor0yHdwP4/xdU5Q==,1.0,4.0,2.0,1,22,2,0,0,2,2,2,2,2
3a1+o8O8UUuye6u4ZjcoaQ==,NzHVRKST20aht8r1uYPXcw==,2.0,0.0,1.0,1,22,1,0,0,1,1,1,1,1
O0gXPxm1z0yo2WOV0o+Xkw==,YJ7jI3PEq0etfhyEyliYFQ==,0.0,2.0,0.0,1,22,1,0,0,1,1,1,1,1
MWY5bBVHEEOWUfnTwFnnHQ==,m4MT7ulmIEmDs9v+RClJYA==,0.0,2.0,0.0,1,22,1,0,0,1,1,1,1,1
VCkXEQJxMEaCOzfgHgncSQ==,se0JdODPfkW6lwjm4OqCYg==,0.0,2.0,0.0,1,22,1,0,0,1,1,1,1,1
kp2ev3khwEeVqZ7qW0pJug==,3Aq2b3FggUOGx33/qlkw/g==,8.0,0.0,1.0,1,22,1,0,0,1,1,1,1,1
ZGPn2hAg+E+bm+6pAK3e7g==,ZG8ym2BthEq3MRCBfOqfnw==,1.0,4.0,2.0,1,22,3,0,0,3,3,3,3,3
ZGPn2hAg+E+bm+6pAK3e7g==,ZG8ym2BthEq3MRCBfOqfnw==,1.0,4.0,2.0,1,22,3,0,0,3,3,3,3,3
ZGPn2hAg+E+bm+6pAK3e7g==,ZG8ym2BthEq3MRCBfOqfnw==,1.0,4.0,2.0,1,22,3,0,0,3,3,3,3,3
Vfb5r+7yXk68byerajScsQ==,gKZ85aHIp0mwyXT6ZDQIDQ==,0.0,1.0,0.0,1,22,2,0,0,2,2,2,2,2
Vfb5r+7yXk68byerajScsQ==,gKZ85aHIp0mwyXT6ZDQIDQ==,0.0,1.0,0.0,1,22,2,0,0,2,2,2,2,2
j2Z1d/CPMkuLWpYXL5H6Fg==,i6naxwaziUm0vT8xrVU/+A==,40.0,0.0,1.0,1,22,1,1,0,2,2,2,2,2
j2Z1d/CPMkuLWpYXL5H6Fg==,i6naxwaziUm0vT8xrVU/+A==,40.0,0.0,1.0,1,22,1,1,0,2,2,2,2,2
z6qHyTx3M0GmcKYDKB8Avg==,9PR+1+sQmUOLI2b4tn4cBA==,0.0,5.0,0.0,1,22,2,0,0,2,2,2,2,2
z6qHyTx3M0GmcKYDKB8Avg==,9PR+1+sQmUOLI2b4tn4cBA==,0.0,5.0,0.0,1,22,2,0,0,2,2,2,2,2
Fr9oWfIRPk6Tn0F12240tw==,L4dRLO6IAkyl9iPwV/YxDw==,0.0,1.0,0.0,1,22,2,0,0,2,2,2,2,2
Fr9oWfIRPk6Tn0F12240tw==,L4dRLO6IAkyl9iPwV/YxDw==,0.0,1.0,0.0,1,22,2,0,0,2,2,2,2,2
VCkXEQJxMEaCOzfgHgncSQ==,lyc/6s91MEm6Dxd1O5h8wQ==,65.0,0.0,1.0,1,22,1,0,0,1,1,1,1,1
lKoFpuHAH06xje2KqaS8Fw==,yJR9KmVn8EKgHROgjiW8NA==,0.0,2.0,0.0,1,22,3,0,0,3,3,3,3,3
lKoFpuHAH06xje2KqaS8Fw==,yJR9KmVn8EKgHROgjiW8NA==,0.0,2.0,0.0,1,22,3,0,0,3,3,3,3,3
lKoFpuHAH06xje2KqaS8Fw==,yJR9KmVn8EKgHROgjiW8NA==,0.0,2.0,0.0,1,22,3,0,0,3,3,3,3,3
MWY5bBVHEEOWUfnTwFnnHQ==,GVbnZSUu20GstSvWAn/Urw==,0.0,1.0,0.0,1,22,2,0,0,2,2,2,2,2
MWY5bBVHEEOWUfnTwFnnHQ==,GVbnZSUu20GstSvWAn/Urw==,0.0,1.0,0.0,1,22,2,0,0,2,2,2,2,2
kp2ev3khwEeVqZ7qW0pJug==,gxEiDLQd6ECljilmGC7b4w==,0.0,5.0,0.0,1,22,1,0,0,1,1,1,1,1
isw9x3gmOku+edNqJ3vyaQ==,1pLxMOw/GEC5nO2QZ6DugA==,0.0,2.0,0.0,1,22,1,1,0,2,2,2,2,2
isw9x3gmOku+edNqJ3vyaQ==,1pLxMOw/GEC5nO2QZ6DugA==,0.0,2.0,0.0,1,22,1,1,0,2,2,2,2,2
M1+3xXFmE0q6b+9HVdxQ1w==,3yylA7d/fUulcZTibw61TQ==,0.0,2.0,0.0,1,22,8,0,0,8,8,8,8,8
M1+3xXFmE0q6b+9HVdxQ1w==,3yylA7d/fUulcZTibw61TQ==,0.0,2.0,0.0,1,22,8,0,0,8,8,8,8,8
M1+3xXFmE0q6b+9HVdxQ1w==,3yylA7d/fUulcZTibw61TQ==,0.0,2.0,0.0,1,22,8,0,0,8,8,8,8,8
M1+3xXFmE0q6b+9HVdxQ1w==,3yylA7d/fUulcZTibw61TQ==,0.0,2.0,0.0,1,22,8,0,0,8,8,8,8,8
M1+3xXFmE0q6b+9HVdxQ1w==,3yylA7d/fUulcZTibw61TQ==,0.0,2.0,0.0,1,22,8,0,0,8,8,8,8,8
